id,candidate,sentiment,subject_matter,original_text,processed_text,text_length,word_count,hashtag_count,mention_count,contains_url,is_retweet
3127,Chris Christie,Negative,None of the above,"RT @RudyHavenstein: Chris Christie, shown here swallowing a fly during Thursday's #GOPDebate #OhGodMakeItStop2015 http://t.co/z2VX3CRiDr",chris christie shown swallowing fly thursday,136,14,2,1,1,1
8127,No candidate mentioned,Negative,None of the above,"As if it's not obvious, 17 is way too many. No less than 7 need to drop out in the next month or so. #GOPDebates",obvious way many less need drop next month,112,25,1,0,0,0
3357,No candidate mentioned,Negative,FOX News or Moderators,I'm pretty sure that Megan KKKelly had the biggest fake eyelashes ever at any #gopDebate.,pretty sure megan kkkelly biggest fake eyelash ever,89,15,1,0,0,0
5563,No candidate mentioned,Negative,None of the above,"RT @SFriedScientist: Oh shit, guys, while these chumps are all in the same place, quick, build a wall around the #GOPDebate. There can be a…",shit guy chump place quick build wall around,140,25,1,1,0,1
4763,No candidate mentioned,Negative,,"RT @alliebidwell: Bernie, calling out #gopdebate on lack of higher ed talk, among other issues https://t.co/27h90u6BAu",bernie calling lack higher talk among issue,118,16,1,1,1,1
9452,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,anyone else want punch chris wallace face,119,21,2,1,0,1
5342,Donald Trump,Negative,None of the above,@debrajsaunders @GasiaKTVU Donald Trump was the self proclaimed winner of the #GOPDebate you ladies agree?,donald trump self proclaimed winner lady agree,106,15,1,2,0,0
7010,No candidate mentioned,Negative,FOX News or Moderators,And now for something completely different: GOP Primary Debate. I doubt Fox throws any heat at these clowns. #GOPDebate #uspoli,something completely different gop primary debate doubt fox throw heat clown,127,20,2,0,0,0
3356,Ben Carson,Negative,None of the above,RT @AnneBayefsky: .@RealBenCarson: I’m the only one to take out half a brain but if you look at Washington you might think somebody beat me…,one take half brain look washington might think somebody beat me…,140,25,0,2,0,1
9976,Donald Trump,Negative,None of the above,"Trump: ""Our vets need to be taken care of"" – except John McCain, that loser! #GOPdebates",trump vet need taken care except john mccain loser,88,16,1,0,0,0
674,No candidate mentioned,Negative,FOX News or Moderators,Shame on #FoxNews making FIRST Primary Debate all about THEM #RatingsBonanza THEY win VOTERS lose. #GOPDebate #TCOT https://t.co/Gs5eoDhvHu,shame making first primary debate win voter lose,139,18,4,0,1,0
5849,No candidate mentioned,Negative,None of the above,RT @Kjhobbs1985: @TheDemocrats not really... like the @ppact videos you're not watching anyway. #GOPDebate,really like video youre watching anyway,106,14,1,3,0,1
11658,No candidate mentioned,Negative,Women's Issues (not abortion though),"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #…",boy social issue gop code control womens body amp sexuality hold tight twitterland,144,24,0,1,0,1
4648,No candidate mentioned,Negative,None of the above,"RT @KikkiPlanet: Just spent 15 minutes reading the #gopdebate feed. Laughed so hard I popped a blood vessel. 'Murica, you funny as hell.",spent minute reading feed laughed hard popped blood vessel murica funny hell,136,23,1,1,0,1
7887,John Kasich,Negative,None of the above,"Also, obviously John Kasich doesn't have a chance because he, for the most part, sounds like a reasonable human being. #GOPDebate",also obviously john kasich doesnt chance sound like reasonable human,129,21,1,0,0,0
12638,Mike Huckabee,Negative,None of the above,"""I sympathize with child molestors"" what I assume @MikeHuckabeeGOP is saying anytime his mouth opens #GOPDebates",sympathize child molestors assume saying anytime mouth open,112,16,1,1,0,0
11112,No candidate mentioned,Negative,None of the above,"Because he wore his klansman cap last night and it messed up his part
#GOPDebates #Democrats https://t.co/YcMDUP7Ikm",wore klansman cap last night messed,116,17,2,0,1,0
7504,Rand Paul,Negative,None of the above,RT @dick_nixon: Rand Paul has the manner of the fellow who turns up to every town meeting and has to be led away from the podium by the she…,rand paul manner fellow turn every town meeting led away podium she…,140,29,0,1,0,1
6637,No candidate mentioned,Negative,None of the above,"RT @YoungBLKRepub: Liberals: Democrat Debate will be more interesting 

Me: Yeah two 70 year old white socialists going at it, pretty inter…",liberal democrat debate interesting yeah two year old white socialist going pretty inter…,140,22,0,1,0,1
11166,Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,fox cherry picking candidate jeb get softball question,116,16,2,1,0,1
7386,No candidate mentioned,Negative,Immigration,@FOX2News Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,who real illegal alien farrakhan immigration amp mexican bor via,138,18,1,2,1,0
440,Mike Huckabee,Negative,None of the above,"If the newest b52 was built in the 60s like Huckabee complained, doesn't that mean St. Ronnie should have built more? #GOPDebate",newest built like huckabee complained doesnt mean ronnie built,128,22,1,0,0,0
13239,Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,jeb bush reminds elevator music hear dont listen,117,19,2,1,0,1
8984,No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",really like see long candidate given speak didnt seem fair amp balanced,144,25,1,1,0,1
488,No candidate mentioned,Negative,Abortion,"RT @joehudsonsmall: ""Would you really let a mother die, rather than have an abortion?""

Was seriously being asked of a presidential hopeful…",would really let mother die rather aboion seriously asked presidential hopeful…,140,22,0,1,0,1
5583,Rand Paul,Negative,Foreign Policy,"RT @stephenstephan: Paul, collect more records from terrorists but less from Americans. 4th amendments.  Warrants mean something. #BigHugs …",paul collect record terrorist less american amendment warrant mean something,140,19,1,1,0,1
4225,Rand Paul,Negative,None of the above,"I guess I'm just grateful to Rand Paul for allowing me to use the word ""shrill"" to describe a man. #thanksrand #gopdebate",guess grateful rand paul allowing use word shrill describe man,121,22,2,0,0,0
510,Donald Trump,Negative,FOX News or Moderators,"RT @Writeintrump: Hey Megan Kelly, ask Kelly Osbourne how attacking me this week worked out for her.  #GOPDebate",hey megan kelly ask kelly osbourne attacking week worked,112,18,1,1,0,1
7564,No candidate mentioned,Negative,None of the above,RT @WvSchaik: A head of broccoli would make a better @POTUS than any of the candidates in #GOPDebate.,head broccoli would make better candidate,101,18,1,2,0,1
5270,Donald Trump,Negative,FOX News or Moderators,"RT @adambrownagency: Im calling the #GOPdebate and post debate ""The Trump Attack"" @realDonaldTrump did an awesome job taking everybody, inc…",calling post debate trump attack awesome job taking everybody inc…,140,20,1,2,0,1
9835,No candidate mentioned,Negative,Racial issues,If you are Black and believe in the politics of this country then you are out of your god damned mind!!! #GOPDebates #JusticeorElse,black believe politics country god damned mind,131,23,2,0,0,0
10806,Ben Carson,Negative,None of the above,"""Remember, whatever you do, don't say that you agree with Dr. Carson....Ah Fuck!!!""-Christie's debate coach. #GOPDebates",remember whatever dont say agree carsonah fuckchristies debate coach,120,16,1,0,0,0
10117,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,anyone else want punch chris wallace face,119,21,2,1,0,1
12421,Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,candidate dont attack fox stoping speaking,140,22,1,2,0,1
13482,Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,fox news wont admit republican leader right mean doubledigit lead,140,23,1,2,0,1
10438,Chris Christie,Negative,None of the above,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,hugged obama doesnt deserve stage tonight,124,18,2,2,0,1
7613,Donald Trump,Negative,None of the above,My main takeaway from last night's #GOPDebate? Poor Melania. #Trump,main takeaway last night poor melania,67,10,2,0,0,0
9497,No candidate mentioned,Negative,None of the above,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",really like see long candidate given speak didnt seem fair amp balanced,144,25,1,1,0,1
472,Donald Trump,Negative,None of the above,"RT @MilesOrionFeld: ""Are you not entertained?!?!?!"" Then #Trump throws a severed head into the crowd. #GOPDebate",enteained throw severed head crowd,112,16,2,1,0,1
13404,,Negative,Immigration,Our present immigration system is a job driver Jebya. #GOPDebates,present immigration system job driver jebya,65,10,1,0,0,0
9733,No candidate mentioned,Negative,None of the above,Although I'm confident @SenSanders could wipe the floor with any of the people at either of the #GOPDebates,although confident could wipe floor people either,107,18,1,1,0,0
10619,No candidate mentioned,Negative,None of the above,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,candidate received word god presidential hopeful america christian brotherhood america,140,20,0,1,0,1
11318,No candidate mentioned,Negative,FOX News or Moderators,"Dear fox news moderator, you forgot to say chinese hacking started under the Bush Admin... #GopDebates",dear fox news moderator forgot say chinese hacking staed bush admin,102,16,1,0,0,0
7265,No candidate mentioned,Negative,Jobs and Economy,If you ignore the #propaganda you would know that 6million more people are in #poverty under #Obama #GOPDebate #tcot https://t.co/TEVcpjqeIA,ignore would know million people,140,20,5,0,1,0
5526,Donald Trump,Negative,FOX News or Moderators,"RT @jjauthor: I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate @jgkight  http://t.c…",waiting ask stop beating wife,140,20,1,4,1,1
2356,No candidate mentioned,Negative,None of the above,#GOPDebate official soundtrack https://t.co/8643pqB7BV,official soundtrack,54,4,1,0,1,0
6883,Donald Trump,Negative,None of the above,"RT @TheRecruitChair: Not going to vote for Trump, but I'll definitely let him guest write in my Burn Book #GOPDebate",going vote trump ill definitely let guest write burn book,116,20,1,1,0,1
7457,Donald Trump,Negative,FOX News or Moderators,Trump responds to @megynkelly question on misogyny with more misogyny #GOPDebate http://t.co/Pb5cgmO3V5 http://t.co/8PFdgltNAW,trump responds question misogyny misogyny,126,13,1,1,1,0
8388,No candidate mentioned,Negative,None of the above,"So now we know who uncle Rupert does NOT want to be the republican nominee. Mr Bad Hair, that would be you. #GOPDebates",know uncle rupe want republican nominee bad hair would,119,23,1,0,0,0
9031,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,american people pick next president united state fox news,121,19,2,1,0,1
12819,Donald Trump,Negative,None of the above,If you want the Democrats to win the 2016 Presidential election you should give all the money you can to Donald Trump. #GOPdebates,want democrat win presidential election give money donald trump,130,23,1,0,0,0
140,No candidate mentioned,Negative,None of the above,They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl,obviously didnt get memo,95,10,2,0,1,0
1474,No candidate mentioned,Negative,None of the above,"RT @BailofRights: I'm officially calling pro-choicers ""science deniers."" #prolife #GOPDebate",officially calling prochoicers science denier,92,10,2,1,0,1
13273,No candidate mentioned,Negative,None of the above,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",answer direct question president,109,16,1,1,0,1
9359,No candidate mentioned,Negative,None of the above,RT @PARISDENNARD: 3 hours of #GOPDebates is enough for one night and I love politics…,hour enough one night love politics…,85,15,1,1,0,1
13050,Mike Huckabee,Negative,None of the above,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9,huckabee,62,5,1,1,1,1
13452,Donald Trump,Negative,None of the above,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,trump cam hand,53,7,1,1,0,1
8620,No candidate mentioned,Negative,Religion,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,twitterland god spoken say,93,15,1,1,0,1
4177,Mike Huckabee,Negative,Foreign Policy,"#GOPDebate ""We got nothing. And Iran gets everything they want."" @GovMikeHuckabee #MarshaMarshaMarsha",got nothing iran get everything want,101,12,2,1,0,0
6847,Donald Trump,Negative,None of the above,Only in America could Trump be a serious contender to lead the country #GOPDebate,america could trump serious contender lead country,81,14,1,0,0,0
3948,Donald Trump,Negative,None of the above,Donald Trump Parody - FUNNY! https://t.co/NeymfCdJ4O #GOPDebate #Trump #Trump2016 #TrumpEffect #TheGoodLife #Trumpdates #Awepra,donald trump parody funny,127,13,7,0,1,0
13410,Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,fox news wont admit republican leader right mean doubledigit lead,140,23,1,2,0,1
13056,No candidate mentioned,Negative,LGBT issues,"Illegals, prostitutes, and pimps... #GOPDebates",illegals prostitute pimp,47,5,1,0,0,0
12691,No candidate mentioned,Negative,None of the above,You would do a far better job @Frank_Underwood @KevinSpacey #GopDebates,would far better job,71,10,1,2,0,0
8071,No candidate mentioned,Negative,FOX News or Moderators,RT @KLSouth: .@marthamaccallum &amp; @BillHemmer arrogant/snarky on #GOPDebates. The NY &amp; DC Media complex are slimy. Our America is not their …,amp arrogantsnarky amp medium complex slimy america,148,22,1,3,0,1
8282,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,posed adult picturesshould bring,106,14,2,2,0,1
7922,No candidate mentioned,Negative,FOX News or Moderators,My twitter time line has diverse people. EVERYONE was dogging @FOXNEWS and @megynkelly ALL NIGHT LONG. STILL GOING AND GOING. #GOPDEBATES,twitter time line diverse people everyone dogging night long still going going,137,21,1,2,0,0
9963,No candidate mentioned,Negative,None of the above,Don't like how much time is being spent attacking Clinton &amp; Obama instead of talking about substantive issues. #GOPDebates,dont like much time spent attacking clinton amp obama instead talking substantive issue,126,19,1,0,0,0
2062,No candidate mentioned,Negative,FOX News or Moderators,Just because someone can tap into anger doesn't mean he can create the right fight...weary of the dividers at the top #GOPDebate #FoxNews,someone tap anger doesnt mean create right fightweary divider top,137,23,2,0,0,0
11149,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,fox news obviously trying influence makeup republican field,123,18,2,1,0,1
13006,No candidate mentioned,Negative,None of the above,RT @NateMJensen: These politicians and former government employees really hate politicians and government. #GOPdebates,politician former government employee really hate politician government,118,14,1,1,0,1
1786,Marco Rubio,Negative,None of the above,"If you close your eyes, Marco Rubio and Matt Damon are actually the same person @marcorubio #mattdamon #GOPDebate",close eye marco rubio matt damon actually person,113,18,2,1,0,0
6548,Jeb Bush,Negative,None of the above,"#GOPDebate --&gt; Jeb looked/sounded as if he had just left a horror movie showing, stunned, stilted, frozen.  Jeb doesn't want to be President",jeb lookedsounded left horror movie showing stunned stilted frozen jeb doesnt want president,143,23,1,0,0,0
8465,Chris Christie,Negative,Foreign Policy,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,tonight learned think remove civil right fight terrorism,136,19,2,2,0,1
11446,Jeb Bush,Negative,None of the above,@JebBush  is out #GOPDebates,,28,4,1,1,0,0
11768,Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,fox cherry picking candidate jeb get softball question,116,16,2,1,0,1
5149,No candidate mentioned,Negative,FOX News or Moderators,#GOPDebate How do you spell disappointment? M-e-g-y-n k-e-l-l-y,spell disappointment megyn kelly,63,8,1,0,0,0
1859,No candidate mentioned,Negative,None of the above,"RT @sallykohn: Well that was a giant, depressing hot mess.

#GOPDebate",well giant depressing hot mess,70,11,1,1,0,1
8327,Chris Christie,Negative,None of the above,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,tonight learned think remove civil right fight terrorism,136,19,2,2,0,1
10828,No candidate mentioned,Negative,None of the above,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",answer direct question president,109,16,1,1,0,1
9198,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,doesnt chris wallace ask politicans finance money come,140,22,1,1,0,1
11148,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,anyone else want punch chris wallace face,119,21,2,1,0,1
7546,No candidate mentioned,Negative,None of the above,RT @deedeececil: @CharlesMBlow It's a repeat of 2012. The GOP audiences are more disturbing to me than the candidates. #GOPDebate,repeat gop audience disturbing candidate,129,20,1,2,0,1
4711,Jeb Bush,Negative,None of the above,"I'm Not 1 Of Those Conservatives Who Supports RINOS Like Bush, Huckabee, Rubio &amp; Santorum 😑
#GOPDebate",conservative suppos rinos like bush huckabee rubio amp santorum,106,17,1,0,0,0
6812,No candidate mentioned,Negative,None of the above,"RT @ohiomail: #GOPDebate Carly Fiorina's Only Accomplishment was ""I Ran a Top 50 American Company"" Into The GROUND &amp; Got Fired
 https://t.c…",carly fiorinas accomplishment ran top american company ground amp got fired,144,22,1,1,1,1
13725,Ben Carson,Negative,None of the above,"RT @brock_a_r: I wonder which candidate is going to be the first to accidentally call Ben Carson ""the help"" #GOPDebates",wonder candidate going first accidentally call ben carson help,119,20,1,1,0,1
11237,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,fox news obviously trying influence makeup republican field,123,18,2,1,0,1
9810,No candidate mentioned,Negative,FOX News or Moderators,Not just Chris!-RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,chris anyone else want punch chris wallace face,135,23,2,1,0,0
10367,No candidate mentioned,Negative,LGBT issues,"The skin doesnt make them who they are, the hair doesnt make them who they are, but sexual orientation - totally #GOPDebates",skin doesnt make hair doesnt make sexual orientation totally,124,22,1,0,0,0
11338,Donald Trump,Negative,Women's Issues (not abortion though),"@realDonaldTrump can't be mean to Obama, but calling a woman a dog and saying she looks good on her knees. That's cool... #GOPDebates",cant mean obama calling woman dog saying look good knee thats cool,133,23,1,1,0,0
4178,Donald Trump,Negative,None of the above,"This prick can call the death of #KateSteinle a ""little thing,"" but Trump can't call someone a dog. #GOPDebate #PC https://t.co/YsI1O5TJ4q",prick call death little thing trump cant call someone dog,138,21,3,0,1,0
7757,No candidate mentioned,Negative,Healthcare (including Medicare),"RT @MichaelGfrd: Remember when Reagan ignored the 40,000+ Americans who died of HIV during the 1980s? #GOPDebate",remember reagan ignored american died hiv,112,17,1,1,0,1
8205,Donald Trump,Negative,None of the above,All I need to know @FrankLuntz &lt;&lt; you're the loser -&amp; BTW red hair does NOT become you! @realDonaldTrump #GOPDebates http://t.co/RDTFPfiRx7,need know ltlt youre loser amp btw red hair become,149,21,1,2,1,0
6618,No candidate mentioned,Negative,Foreign Policy,RT @LPNational: And now @LindseyGrahamSC will send more troops to #Iraq and #Afghanistan. Any bets on what country is next? #GOPDebate #war…,send troop bet country next,140,22,4,2,0,1
4529,No candidate mentioned,Negative,None of the above,"RT @Mayflowers516: winner of the #GOPDebate : no one
loser: all mankind",winner one loser mankind,71,12,1,1,0,1
12116,Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,fox cherry picking candidate jeb get softball question,116,16,2,1,0,1
6465,No candidate mentioned,Negative,None of the above,Not one word about civil rights mentioned at #GOPDebate #BLM IS NOT A SLOGAN.  WE ARE SUBJECT TO POLICE BRUTALITY https://t.co/mWScMJwm1W,one word civil right mentioned slogan subject police brutality,137,21,2,0,1,0
3686,Donald Trump,Negative,FOX News or Moderators,"RT @WayneDupreeShow: 2nit's Q&amp;A was a turkey shoot. Kelly and Wallace totally emptied their clips going after @realDonaldTrump 

Was Sad!

…",nit qampa turkey shoot kelly wallace totally emptied clip going sad,144,21,0,2,0,1
12463,No candidate mentioned,Negative,Foreign Policy,I wish they’d ask which politicians actually read the Iran deal. #GOPDebates,wish ask politician actually read iran deal,76,12,1,0,0,0
5714,No candidate mentioned,Negative,Racial issues,@TheYoungTurks did any anyone @ the #GOPDebate mention the 50th anniversary of the Civil Rights Act was the same day http://t.co/iT5ivdufWA,anyone mention anniversary civil right act day,139,21,1,1,1,0
10961,Mike Huckabee,Negative,None of the above,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",purpose military kill people break thingsmike huckabee,112,17,2,1,0,1
4745,No candidate mentioned,Negative,Racial issues,If #bigotry #racism #Pinknazism did not exist the #democrats and #ww2 would not  be in existence #GOPDebate #tcot https://t.co/7QrzAZpoNz,exist would existence,137,19,7,0,1,0
7087,Donald Trump,Negative,None of the above,RT @gaelicartguy: The spectacle of a VERY thin-skinned petulant misogynist bully took center stage at #GOPDebate. Trumpet Man reveals a lit…,spectacle thinskinned petulant misogynist bully took center stage trumpet man reveals lit…,140,21,1,1,0,1
7923,No candidate mentioned,Negative,None of the above,"#LOL #LMFAO #Repost @alecmapa with repostapp.
・・・
The official Democratic response to the #GOPDebates https://t.co/sGJDeb3ujm",repostapp ・・・ official democratic response,125,15,4,1,1,0
2822,No candidate mentioned,Negative,,RT @GrnEyedMandy: It is pretty terrifying that conservative women seem to be just fine with government controlling women's bodies.  #GOPDeb…,pretty terrifying conservative woman seem fine government controlling womens body,140,20,1,1,0,1
6837,No candidate mentioned,Negative,FOX News or Moderators,RT @valzarya: Everyone go watch the #GOPDebate story on @Snapchat. Who needs @FoxNews when you have snaps?,everyone watch story need snap,106,17,1,3,0,1
12128,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,doesnt chris wallace ask politicans finance money come,140,22,1,1,0,1
9671,No candidate mentioned,Negative,FOX News or Moderators,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",disappointing fox news conducting fair amp balanced debate,133,20,2,1,0,1
9508,No candidate mentioned,Negative,Religion,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,seriously gop voter think god talk presidential candidate,117,13,2,1,0,1
9121,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,american people pick next president united state fox news,121,19,2,1,0,1
4271,No candidate mentioned,Negative,Religion,"RT @ImJustCeej: When the #GOPDebate candidates finally meet God, and see a She's a black woman http://t.co/ObWklPfUbQ",candidate finally meet god see shes black woman,117,17,1,1,1,1
10647,Ted Cruz,Negative,FOX News or Moderators,@Foxnews - Why has Cruz been disrespected? Why has Trump been disrespected. Seems Fox likes Rhinos these days! #GOPDebates,cruz disrespected trump disrespected seems fox like rhino day,122,19,1,1,0,0
4027,Donald Trump,Negative,None of the above,"@Livestream #GOPDebate as a blogger  the debate was about making sure Donald Trump doesn't pull a Rose Perot, that is how Clinton won",blogger debate making sure donald trump doesnt pull rose perot clinton,133,23,1,1,0,0
3760,No candidate mentioned,Negative,None of the above,RT kayleymelissa: #GOPDebate is like the trial from The Unbreakable Kimmy Schmidt and Dona… http://t.co/jAqjwnndgB http://t.co/a2KOVJFhwp,kayleymelissa like trial unbreakable kimmy schmidt dona…,137,16,1,0,1,0
3761,No candidate mentioned,Negative,None of the above,WFIE 14 NEWS ARE U GOING TO REPORT NEWS AFFECT'N OUR NATION? https://t.co/bdXB2VkyQw via @YouTube @RealAlexJones #GOPDebate #GOP #RT #pussy,wfie news going repo news affectn nation via,139,20,4,2,1,0
5730,No candidate mentioned,Negative,None of the above,17 Funniest Tweets on #GOPDebate Failing to Even Mention Climate Change http://t.co/CxOXwPA3j0 #climate,funniest tweet failing even mention climate change,103,13,2,0,1,0
8430,Donald Trump,Negative,FOX News or Moderators,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",trump said megyn ask nine candidate plan suppo win nomination,140,23,1,1,0,1
6200,No candidate mentioned,Negative,FOX News or Moderators,"RT @JasonHitchcock: This Instagram of @HillaryClinton  and @kimkardashian had a larger audience than than the Fox #GOPDebate.

http://t.co/…",instagram larger audience fox,140,18,1,3,1,1
13795,No candidate mentioned,Negative,None of the above,"God, I wish @nerdist was moderating these debates so he could just yell out ""POINTS!"" when they say something ridiculous. #GOPDebates",god wish moderating debate could yell point say something ridiculous,133,21,1,1,0,0
9951,No candidate mentioned,Negative,Religion,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,seriously gop voter think god talk presidential candidate,117,13,2,1,0,1
9443,No candidate mentioned,Negative,FOX News or Moderators,RT @theyentareport: What? You want to know if any of the candidates hear strange voices in their head?  #mentalhealth #gopdebates http://t.…,want know candidate hear strange voice head,140,21,2,1,1,1
13694,Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,fox cherry picking candidate jeb get softball question,116,16,2,1,0,1
11404,No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,anyone else want punch chris wallace face,119,21,2,1,0,1
142,No candidate mentioned,Negative,None of the above,RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebate…,republican dopefuls say theyll take back day one never see one day white house,140,25,1,1,0,1
4769,Donald Trump,Negative,None of the above,7 takeaways on the #GOPDebate more like #GOPRealityShow http://t.co/R03O07FKqn,takeaway like,78,9,2,0,1,0
6351,Donald Trump,Negative,None of the above,Idocracy at its finest.. #Trump #Trump2016 #GOPDebate #education #AmericasGotTalent #America #hilarious #funnywomen http://t.co/i4Iv4UK5jp,idocracy finest,138,13,8,0,1,0
6344,No candidate mentioned,Negative,None of the above,RT @davidsingletary: 11:11 #MakeAWish (and please let it be for better future leaders for our country after watching this #GOPDebate ),please let better future leader country watching,134,21,2,1,0,1
13596,Donald Trump,Negative,FOX News or Moderators,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? 🇺🇸 #GOPDebates  #GOPDebate",wondering fox debate get rid trump paul cruz carson,135,24,2,1,0,1
3407,Donald Trump,Negative,None of the above,"@moe67 Oh I'm sure it did. Headlines this morning ""#GOPDebate winners weren't #Trump or Jeb"" Shocker  Boring BB show w Derrick  #BB17",sure headline morning winner werent jeb shocker boring show derrick,133,22,3,1,0,0
10577,No candidate mentioned,Negative,Racial issues,RT @Lattisaw: No minority in their right mind should be voting for anyone of these #GOP candidates! They don't have a clue about our issues…,minority right mind voting anyone candidate dont clue issues…,140,25,1,1,0,1
4303,No candidate mentioned,Negative,Women's Issues (not abortion though),"Respecting women is  being ""politically correct"", but  then you complain about being bullied during the questioning? OK
#GOPDebate",respecting woman politically correct complain bullied questioning,130,18,1,0,0,0
