id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,original_text,text_length,word_count,hashtag_count,mention_count,contains_url,is_retweet,processed_text,processed_length,processed_word_count,tweet_datetime,tweet_hour,tweet_day,tweet_month,tweet_year,tweet_dayofweek,tweet_is_weekend
8574,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,FACTSoverFEELS,,155,,,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,,2015-08-06 23:38:10 -0700,629542030004240384,Texas,Central Time (US & Canada),RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,123,18,2,1,0,1,fox news obviously trying influence makeup republican field,59,8,2015-08-06 23:38:10-07:00,23,6,8,2015,3,0
13298,Jeb Bush,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,SSK1ATX,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 19:06:56 -0700,629473768465899522,"Austin, TX",Central Time (US & Canada),RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,117,19,2,1,0,1,jeb bush reminds elevator music hear dont listen,48,8,2015-08-06 19:06:56-07:00,19,6,8,2015,3,0
7083,Marco Rubio,1.0,yes,1.0,Negative,1.0,None of the above,0.6871,,RickBymark,,0,,,"@FoxNews didn't ask Rubio about gang of ocho and i didn't hear anything but talking points from Marco.

#GOPDebate",,2015-08-07 08:10:41 -0700,629671007909842944,Location:  undisclosed bunkers,,"@FoxNews didn't ask Rubio about gang of ocho and i didn't hear anything but talking points from Marco.

#GOPDebate",114,19,1,1,0,0,didnt ask rubio gang ocho didnt hear anything talking point marco,65,11,2015-08-07 08:10:41-07:00,8,7,8,2015,4,0
1897,No candidate mentioned,0.4272,yes,0.6536,Negative,0.3397,Religion,0.4272,,sadatnj,,32,,,RT @saradmahmoud: #GOPDebate and the islamophobia begins.,,2015-08-07 09:36:30 -0700,629692603836014592,,,RT @saradmahmoud: #GOPDebate and the islamophobia begins.,57,7,1,1,0,1,islamophobia begin,18,2,2015-08-07 09:36:30-07:00,9,7,8,2015,4,0
8452,Chris Christie,1.0,yes,1.0,Negative,1.0,Foreign Policy,0.6782,,LYONSPOTTER,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,2015-08-07 02:05:53 -0700,629579202946166784,,Pacific Time (US & Canada),RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,136,19,2,2,0,1,tonight learned think remove civil right fight terrorism,56,8,2015-08-07 02:05:53-07:00,2,7,8,2015,4,0
9638,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,0.6609999999999999,,sweeetbea,,2,,,RT @bryanlvt: I want Trump to run as an independent. I want to see an army of pissed off women give him some much deserved humility #GOPDeb…,,2015-08-06 20:17:08 -0700,629491436451405824,"I miss you, NJ",Eastern Time (US & Canada),RT @bryanlvt: I want Trump to run as an independent. I want to see an army of pissed off women give him some much deserved humility #GOPDeb…,140,27,1,1,0,1,want trump run independent want see army pissed woman give much deserved humility,81,13,2015-08-06 20:17:08-07:00,20,6,8,2015,3,0
7827,No candidate mentioned,1.0,yes,1.0,Negative,0.6433,None of the above,1.0,,HuffPostLive,,1,,,"RT @Brand0nRichards: Well, @HuffPostLive has perfected the photoshop and totally made me fall for a @SNLUpdate pic of Stefon regarding #GOP…",,2015-08-07 08:58:10 -0700,629682955062018048,"New York, NY",Eastern Time (US & Canada),"RT @Brand0nRichards: Well, @HuffPostLive has perfected the photoshop and totally made me fall for a @SNLUpdate pic of Stefon regarding #GOP…",140,21,1,3,0,1,well perfected photoshop totally made fall pic stefon regarding,63,9,2015-08-07 08:58:10-07:00,8,7,8,2015,4,0
13326,Jeb Bush,1.0,yes,1.0,Negative,0.6556,None of the above,1.0,,GeorgeEliseo,,0,,,"Someone here just said, ""Jeb looks more like a vice-president."" #GOPDebates",,2015-08-06 19:06:35 -0700,629473683405279233,"San Diego, California",Pacific Time (US & Canada),"Someone here just said, ""Jeb looks more like a vice-president."" #GOPDebates",75,11,1,0,0,0,someone said jeb look like vicepresident,40,6,2015-08-06 19:06:35-07:00,19,6,8,2015,3,0
7327,No candidate mentioned,0.3839,yes,0.6196,Negative,0.6196,Women's Issues (not abortion though),0.3839,,ballerinaX,,0,,,So were some of the biggest positive audience responses at #GOPDebate to rhetoric about actively killing people &amp;/or letting women die ?,,2015-08-07 08:07:03 -0700,629670094021341184,Salt Lake City ,Mountain Time (US & Canada),So were some of the biggest positive audience responses at #GOPDebate to rhetoric about actively killing people &amp;/or letting women die ?,140,22,1,0,0,0,biggest positive audience response rhetoric actively killing people ampor letting woman die,91,12,2015-08-07 08:07:03-07:00,8,7,8,2015,4,0
8216,No candidate mentioned,1.0,yes,1.0,Negative,0.6628,None of the above,1.0,,SearchlightNV,,43,,,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-07 05:49:01 -0700,629635356195966977,Judeo-Christian USA ,,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,128,20,2,1,0,1,need order another green apple maini process hell happened,58,9,2015-08-07 05:49:01-07:00,5,7,8,2015,4,0
13428,Ted Cruz,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,ju_ju_man,,19,,,"RT @TeaPainUSA: While Ted Cruz is speaking, all over America parents are tryin' to convince their 5 year olds that vampires aren't real. #G…",,2015-08-06 19:04:43 -0700,629473210766069760,wilsonville illinois 62093,,"RT @TeaPainUSA: While Ted Cruz is speaking, all over America parents are tryin' to convince their 5 year olds that vampires aren't real. #G…",140,24,1,1,0,1,ted cruz speaking america parent tryin convince year old vampire arent real,75,12,2015-08-06 19:04:43-07:00,19,6,8,2015,3,0
6990,No candidate mentioned,0.4302,yes,0.6559,Negative,0.3333,Racial issues,0.4302,,PruneJuiceMedia,,1,,,Are there ANY people of color in this #GOPDebate audience? I’m asking for a friend. #GOPDebate,,2015-08-07 08:12:01 -0700,629671344003784704,"Atlanta, Georgia",Eastern Time (US & Canada),Are there ANY people of color in this #GOPDebate audience? I’m asking for a friend. #GOPDebate,94,16,2,0,0,0,people color audience asking friend,35,5,2015-08-07 08:12:01-07:00,8,7,8,2015,4,0
5576,Ted Cruz,1.0,yes,1.0,Negative,0.6484,Immigration,1.0,,johnblakeart,,189,,,RT @megynkelly: .@tedcruz:  Our leaders don’t want to enforce the immigration laws #GOPDebate,,2015-08-07 08:33:23 -0700,629676717968195584,NM ✪Republic of Texas Expat,Mountain Time (US & Canada),RT @megynkelly: .@tedcruz:  Our leaders don’t want to enforce the immigration laws #GOPDebate,93,13,1,2,0,1,leader want enforce immigration law,35,5,2015-08-07 08:33:23-07:00,8,7,8,2015,4,0
10147,Donald Trump,1.0,yes,1.0,Negative,0.6667,None of the above,1.0,,allen_j_ward,,72,,,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 20:00:36 -0700,629487274409852928,"Discovery Bay, CA",,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,129,17,2,2,0,1,would never know frontrunner watching debate,44,6,2015-08-06 20:00:36-07:00,20,6,8,2015,3,0
9585,Jeb Bush,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,elizwatkins,,172,,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 20:19:10 -0700,629491948236075008,University of Oklahoma,,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,117,19,2,1,0,1,jeb bush reminds elevator music hear dont listen,48,8,2015-08-06 20:19:10-07:00,20,6,8,2015,3,0
1924,No candidate mentioned,1.0,yes,1.0,Negative,0.7126,Gun Control,1.0,,GoodTwitty,,27,,,RT @shannonrwatts: Gun violence costs Americans $229B annually #GOPDebate #gunsense,,2015-08-07 09:36:11 -0700,629692526094622720,State of Mind,Atlantic Time (Canada),RT @shannonrwatts: Gun violence costs Americans $229B annually #GOPDebate #gunsense,83,10,2,1,0,1,gun violence cost american annually,35,5,2015-08-07 09:36:11-07:00,9,7,8,2015,4,0
11769,Donald Trump,1.0,yes,1.0,Negative,0.6739,FOX News or Moderators,0.6957,,PhyllisA,,134,,,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,,2015-08-06 19:31:14 -0700,629479884574724096,,Central Time (US & Canada),RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,140,22,1,2,0,1,candidate dont attack fox stoping speaking,42,6,2015-08-06 19:31:14-07:00,19,6,8,2015,3,0
4007,No candidate mentioned,0.4492,yes,0.6702,Negative,0.6702,Immigration,0.2282,,reyoung1350,,70,,,"RT @TheBaxterBean: GOP Denied $50B Infrastructure, While Pushing $800B Unfunded Tax Cuts For Top 1% http://t.co/dBGqRCrVBF #GOPDebate http:…",,2015-08-07 09:12:12 -0700,629686488045764608,"Midway, Ga.",,"RT @TheBaxterBean: GOP Denied $50B Infrastructure, While Pushing $800B Unfunded Tax Cuts For Top 1% http://t.co/dBGqRCrVBF #GOPDebate http:…",140,18,1,1,1,1,gop denied infrastructure pushing unfunded tax cut top,54,8,2015-08-07 09:12:12-07:00,9,7,8,2015,4,0
404,No candidate mentioned,1.0,yes,1.0,Negative,0.6732,Religion,1.0,,Auntcol54,,1,,,Keep religion out of politics! #GOPDebate,,2015-08-07 09:51:44 -0700,629696438461710336,NYC,Quito,Keep religion out of politics! #GOPDebate,41,6,1,0,0,0,keep religion politics,22,3,2015-08-07 09:51:44-07:00,9,7,8,2015,4,0
6280,Ben Carson,1.0,yes,1.0,Negative,0.6579,None of the above,1.0,,yourstrulyjess,,359,,,"RT @RepubGrlProbs: Carson: Hillary feeds off of the uniformed, depending on the votes of useful idiots... ouch. #GOPDebate",,2015-08-07 08:22:28 -0700,629673974297858048,California,Pacific Time (US & Canada),"RT @RepubGrlProbs: Carson: Hillary feeds off of the uniformed, depending on the votes of useful idiots... ouch. #GOPDebate",122,18,1,1,0,1,carson hillary feed uniformed depending vote useful idiot ouch,62,9,2015-08-07 08:22:28-07:00,8,7,8,2015,4,0
11263,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,Txwench,,155,,,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,,2015-08-06 19:40:16 -0700,629482156960559104,,,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,123,18,2,1,0,1,fox news obviously trying influence makeup republican field,59,8,2015-08-06 19:40:16-07:00,19,6,8,2015,3,0
6782,No candidate mentioned,0.4588,yes,0.6774,Negative,0.6774,None of the above,0.2294,,DANEgerus,,2,,,"I didn't expect Chris Wallace(D) to be the 2nd worst partisan pontificating asshole ""moderating"" #GOPDebate @megynkelly",,2015-08-07 08:15:09 -0700,629672132247564288,Ithilien,Alaska,"I didn't expect Chris Wallace(D) to be the 2nd worst partisan pontificating asshole ""moderating"" #GOPDebate @megynkelly",119,16,1,1,0,0,didnt expect chris wallaced worst paisan pontificating asshole moderating,73,9,2015-08-07 08:15:09-07:00,8,7,8,2015,4,0
1263,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,0.6957,,TarHeelTory,,24,,,"RT @DudeYouCrazy: Trump just missed a golden opp to say, ""Know who else filed bankruptcy? 50 cent. And Fifty is a P.I.M.P. Sorry, Huckabee.…",,2015-08-07 09:43:19 -0700,629694318123577345,"Chapel Hill, NC",Pacific Time (US & Canada),"RT @DudeYouCrazy: Trump just missed a golden opp to say, ""Know who else filed bankruptcy? 50 cent. And Fifty is a P.I.M.P. Sorry, Huckabee.…",140,24,0,1,0,1,trump missed golden opp say know else filed bankruptcy cent fifty pimp sorry huckabee…,86,14,2015-08-07 09:43:19-07:00,9,7,8,2015,4,0
9761,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,0.6477,,Ghadeer_jenna,,7,,,"RT @SupermanHotMale: Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't affor…",,2015-08-06 20:12:54 -0700,629490372209680384,Chicago - USA,,"RT @SupermanHotMale: Dear friends, it may seem like this is fun to me but I'm really mad about how Republicans treat people who can't affor…",140,25,0,1,0,1,dear friend may seem like fun really mad republican treat people cant affor…,76,13,2015-08-06 20:12:54-07:00,20,6,8,2015,3,0
11884,Jeb Bush,1.0,yes,1.0,Negative,1.0,None of the above,0.6434,,jsc1835,,0,,,"Jebby, the only people dividing this country are Republicans like you with your rhetoric and hate.  #GOPDebates",,2015-08-06 19:29:46 -0700,629479514569977860,,Central Time (US & Canada),"Jebby, the only people dividing this country are Republicans like you with your rhetoric and hate.  #GOPDebates",111,17,1,0,0,0,jebby people dividing country republican like rhetoric hate,59,8,2015-08-06 19:29:46-07:00,19,6,8,2015,3,0
12267,Jeb Bush,1.0,yes,1.0,Negative,0.6705,FOX News or Moderators,1.0,,RocketMom5300,,0,,,Why don't you just call this the Bush interview? @megynkelly  #GOPDebates #tcot,,2015-08-06 19:24:03 -0700,629478076280209408,,Central Time (US & Canada),Why don't you just call this the Bush interview? @megynkelly  #GOPDebates #tcot,79,12,2,1,0,0,dont call bush interview,24,4,2015-08-06 19:24:03-07:00,19,6,8,2015,3,0
3285,Donald Trump,1.0,yes,1.0,Negative,1.0,Foreign Policy,0.3563,,W4HDM,,4,,,"RT @DillonFox5: No surprise here. 
Trump: ""I don't have time for political correctness"" 
 #fox5atl #GOPDebate",,2015-08-07 09:20:49 -0700,629688655305641985,,Eastern Time (US & Canada),"RT @DillonFox5: No surprise here. 
Trump: ""I don't have time for political correctness"" 
 #fox5atl #GOPDebate",109,15,2,1,0,1,surprise trump dont time political correctness,46,6,2015-08-07 09:20:49-07:00,9,7,8,2015,4,0
10079,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Religion,0.6301,,ItsmeePaulyD,,13,,,"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",,2015-08-06 20:02:03 -0700,629487638655840257,GRHS c/o 2016,Eastern Time (US & Canada),"RT @Just_JDreaming: Fox to Presidential Candidates: So lets all talk about God for a second.
 
Founding Fathers:
Jesus: 
#GOPDebates http:/…",140,20,1,1,1,1,fox presidential candidate let talk god second founding father jesus,68,10,2015-08-06 20:02:03-07:00,20,6,8,2015,3,0
2431,John Kasich,1.0,yes,1.0,Negative,1.0,None of the above,0.6703,,bigredmatt1011,,0,,,@rushlimbaugh just put the idiot Kasich in his place. Kasich has no spine. #GOPDebate #rushlimbaugh,,2015-08-07 09:30:47 -0700,629691166884102144,DC Area,,@rushlimbaugh just put the idiot Kasich in his place. Kasich has no spine. #GOPDebate #rushlimbaugh,99,15,2,1,0,0,put idiot kasich place kasich spine,35,6,2015-08-07 09:30:47-07:00,9,7,8,2015,4,0
2666,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,ChrisClaytonDTN,,1,,,Political junkies are worse than football fans. One poor debate and suddenly that guy isn't going to the Super Bowl. #GOPDebate,,2015-08-07 09:28:14 -0700,629690524773933056,"Glenwood, Iowa",Central Time (US & Canada),Political junkies are worse than football fans. One poor debate and suddenly that guy isn't going to the Super Bowl. #GOPDebate,127,21,1,0,0,0,political junky worse football fan one poor debate suddenly guy isnt going super bowl,85,14,2015-08-07 09:28:14-07:00,9,7,8,2015,4,0
6699,Scott Walker,0.6973,yes,1.0,Negative,0.6973,Foreign Policy,1.0,,ImSoConfused4,,44,,,"RT @ShannonBream: Terminate the Iran deal on day one, put even more crippling sanctions in place, convince allies to do same - says @GovWal…",,2015-08-07 08:16:32 -0700,629672478193897472,,,"RT @ShannonBream: Terminate the Iran deal on day one, put even more crippling sanctions in place, convince allies to do same - says @GovWal…",140,24,0,2,0,1,terminate iran deal day one put even crippling sanction place convince ally say,79,13,2015-08-07 08:16:32-07:00,8,7,8,2015,4,0
7093,Donald Trump,0.4681,yes,0.6842,Negative,0.6842,None of the above,0.2449,,soyceman,,0,,,"@realDonaldTrump Whine, whine, whine, boo-hoo I got hard questions 😩#GOPDebate",,2015-08-07 08:10:31 -0700,629670964381380608,,Arizona,"@realDonaldTrump Whine, whine, whine, boo-hoo I got hard questions 😩#GOPDebate",78,10,1,1,0,0,whine whine whine boohoo got hard question,42,7,2015-08-07 08:10:31-07:00,8,7,8,2015,4,0
2208,John Kasich,0.467,yes,0.6834,Negative,0.3518,None of the above,0.2404,,Dagny_Galt,,2,,,"Shorter @JohnKasich: ""I am proud to embrace the Obama agenda &amp; expand government in Ohio.""  #RINO #GOPDebate #tcot #teaparty @gop",,2015-08-07 09:33:06 -0700,629691750039334912,Off the grid,Eastern Time (US & Canada),"Shorter @JohnKasich: ""I am proud to embrace the Obama agenda &amp; expand government in Ohio.""  #RINO #GOPDebate #tcot #teaparty @gop",133,20,4,2,0,0,shoer proud embrace obama agenda amp expand government ohio,59,9,2015-08-07 09:33:06-07:00,9,7,8,2015,4,0
5869,Rand Paul,0.4123,yes,0.6421,Negative,0.6421,None of the above,0.4123,,mckaylaanne41,,14,,,"RT @senatorshoshana: That moment after @RandPaul spoke is key - Christie couldn't disagree, just add and tweak a bit. And that's on Rand's …",,2015-08-07 08:29:16 -0700,629675683556511744,the u s of a,Eastern Time (US & Canada),"RT @senatorshoshana: That moment after @RandPaul spoke is key - Christie couldn't disagree, just add and tweak a bit. And that's on Rand's …",140,24,0,2,0,1,moment spoke key christie couldnt disagree add tweak bit thats rand,67,11,2015-08-07 08:29:16-07:00,8,7,8,2015,4,0
2398,Donald Trump,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6694,,wbhickok,,10,,,RT @M0L0NL4BE: Extremely UNFAIR for @BretBaier to kickoff the #GOPDebate with an attack on one specific candidate @realDonaldTrump … @Reinc…,,2015-08-07 09:31:04 -0700,629691235704406016,,Eastern Time (US & Canada),RT @M0L0NL4BE: Extremely UNFAIR for @BretBaier to kickoff the #GOPDebate with an attack on one specific candidate @realDonaldTrump … @Reinc…,140,20,1,4,0,1,extremely unfair kickoff attack one specific candidate,54,7,2015-08-07 09:31:04-07:00,9,7,8,2015,4,0
2797,No candidate mentioned,0.4074,yes,0.6383,Negative,0.6383,FOX News or Moderators,0.4074,,robjones3030,,0,,,"@OnBakerStreet @FrankLuntz @maxwelltani
I dont watch debates with intent of letting moderators direct my vote. Total sham. #GOPDebate",,2015-08-07 09:26:33 -0700,629690099412955136,A bit outside of Ft Worth,Central Time (US & Canada),"@OnBakerStreet @FrankLuntz @maxwelltani
I dont watch debates with intent of letting moderators direct my vote. Total sham. #GOPDebate",133,18,1,3,0,0,dont watch debate intent letting moderator direct vote total sham,65,10,2015-08-07 09:26:33-07:00,9,7,8,2015,4,0
3810,No candidate mentioned,0.4539,yes,0.6737,Negative,0.6737,None of the above,0.4539,,RT0787,,0,,,FORWARD_future: RT 1Marchella: This is straight up #fascism. #GOPdebate https://t.co/XwMlIzGgdS http://t.co/AuhlNZa3Ww,,2015-08-07 09:14:36 -0700,629687091140685828,USA,Hawaii,FORWARD_future: RT 1Marchella: This is straight up #fascism. #GOPdebate https://t.co/XwMlIzGgdS http://t.co/AuhlNZa3Ww,118,11,2,0,1,0,forwardfuture marchella straight,32,3,2015-08-07 09:14:36-07:00,9,7,8,2015,4,0
9771,No candidate mentioned,1.0,yes,1.0,Negative,0.6629999999999999,None of the above,0.6739,,chellelynnadams,,0,,,Imma pay for this tomorrow... #GOPDebates http://t.co/3Y2kRZuMaI,,2015-08-06 20:12:30 -0700,629490269034008576,"Grove City, Ohio",Atlantic Time (Canada),Imma pay for this tomorrow... #GOPDebates http://t.co/3Y2kRZuMaI,64,7,1,0,1,0,imma pay tomorrow,17,3,2015-08-06 20:12:30-07:00,20,6,8,2015,3,0
9239,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,lyz_estrada,,132,,,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,,2015-08-06 20:45:12 -0700,629498498468048896,,Central Time (US & Canada),RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,119,21,2,1,0,1,anyone else want punch chris wallace face,41,7,2015-08-06 20:45:12-07:00,20,6,8,2015,3,0
3770,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6804,,talkradio200,,0,,,CNN &amp; the New York Times liked the #GOPDebate? Tells you everything you need to know. #ModeratorFail,,2015-08-07 09:15:06 -0700,629687216630050816,New York City,Eastern Time (US & Canada),CNN &amp; the New York Times liked the #GOPDebate? Tells you everything you need to know. #ModeratorFail,104,17,2,0,0,0,cnn amp new york time liked tell everything need know,53,10,2015-08-07 09:15:06-07:00,9,7,8,2015,4,0
10277,No candidate mentioned,0.4642,yes,0.6813,Negative,0.6813,FOX News or Moderators,0.4642,,Erosunique,,157,,,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",,2015-08-06 19:58:00 -0700,629486622518706176,Milan-Italy,Rome,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",133,20,2,1,0,1,disappointing fox news conducting fair amp balanced debate,58,8,2015-08-06 19:58:00-07:00,19,6,8,2015,3,0
13708,Jeb Bush,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6818,,ott_deb,,153,,,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,,2015-08-06 18:58:30 -0700,629471646093549568,NY/TN,,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,116,16,2,1,0,1,fox cherry picking candidate jeb get softball question,54,8,2015-08-06 18:58:30-07:00,18,6,8,2015,3,0
11034,Mike Huckabee,1.0,yes,1.0,Negative,1.0,LGBT issues,1.0,,mandy_velez,,3,,,So trans soldiers can die for you Huckabee but you can't foot the bill to make them fulfilled as human beings? Really? #GOPDebates,,2015-08-06 19:44:16 -0700,629483164432498688,"Philly-bred, NYC now",Central Time (US & Canada),So trans soldiers can die for you Huckabee but you can't foot the bill to make them fulfilled as human beings? Really? #GOPDebates,130,23,1,0,0,0,trans soldier die huckabee cant foot bill make fulfilled human being really,75,12,2015-08-06 19:44:16-07:00,19,6,8,2015,3,0
2417,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,princesssofpwr,,7,,,RT @DanaCortez: #megynkellydebatequestions like Effie from Hunger Games. #GOPDebate.😞 http://t.co/Sm74WVmMd3,,2015-08-07 09:30:55 -0700,629691197930364928,,Central Time (US & Canada),RT @DanaCortez: #megynkellydebatequestions like Effie from Hunger Games. #GOPDebate.😞 http://t.co/Sm74WVmMd3,108,10,2,1,1,1,like effie hunger game,22,4,2015-08-07 09:30:55-07:00,9,7,8,2015,4,0
7060,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,haroldPDX,,0,,,"AWWWWW... poor Donald RT @Oregonian: Trump on #GOPdebate: ""The questions to me were not nice."" http://t.co/Npznjv5StI http://t.co/MdQP4oWhdo",,2015-08-07 08:10:57 -0700,629671073697677312,"ÜT: 45.493869,-122.657641",Pacific Time (US & Canada),"AWWWWW... poor Donald RT @Oregonian: Trump on #GOPdebate: ""The questions to me were not nice."" http://t.co/Npznjv5StI http://t.co/MdQP4oWhdo",140,17,1,1,1,0,poor donald trump question nice,31,5,2015-08-07 08:10:57-07:00,8,7,8,2015,4,0
13037,Chris Christie,1.0,yes,1.0,Negative,0.6629,None of the above,1.0,,28fcb75c537c4e2,,42,,,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,,2015-08-06 19:11:13 -0700,629474847635042304,"Greer, SC",,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,124,18,2,2,0,1,hugged obama doesnt deserve stage tonight,41,6,2015-08-06 19:11:13-07:00,19,6,8,2015,3,0
9195,No candidate mentioned,1.0,yes,1.0,Negative,0.6727,FOX News or Moderators,1.0,,CaConservative_,,142,,,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,,2015-08-06 20:49:09 -0700,629499492069289984,CA,America/Los_Angeles,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,121,19,2,1,0,1,american people pick next president united state fox news,57,9,2015-08-06 20:49:09-07:00,20,6,8,2015,3,0
13465,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,GalvayneGroove,,1,,,"RT @JaxGotJokes: OMG, like, just pretend as if this was supposed to be a way to determine the next leader of a major world power LOL #GOPDe…",,2015-08-06 19:03:51 -0700,629472992670666752,"Philadelphia, PA",,"RT @JaxGotJokes: OMG, like, just pretend as if this was supposed to be a way to determine the next leader of a major world power LOL #GOPDe…",140,27,1,1,0,1,omg like pretend supposed way determine next leader major world power lol,73,12,2015-08-06 19:03:51-07:00,19,6,8,2015,3,0
12406,Donald Trump,0.7049,yes,1.0,Negative,0.7049,None of the above,1.0,,txblondegrad,,9,,,"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates",,2015-08-06 19:21:54 -0700,629477536754368513,"32.786456,-96.97525",Central Time (US & Canada),"RT @marymauldin: Dig into everyone's financials if you are doing that to #Trump ! 
#GOPDebates",94,15,2,1,0,1,dig everyones financials,24,3,2015-08-06 19:21:54-07:00,19,6,8,2015,3,0
6848,No candidate mentioned,0.6484,yes,1.0,Negative,1.0,None of the above,1.0,,nhdogmom,,1,,,"RT @freespeak3: Our media is such that a failed CEO who calls former FLOTUS/Senator/SOS a ""liar"" wins #GOPDebate
sad https://t.co/KwnkTgKbm5",,2015-08-07 08:14:06 -0700,629671866668417024,New Hampshire,Eastern Time (US & Canada),"RT @freespeak3: Our media is such that a failed CEO who calls former FLOTUS/Senator/SOS a ""liar"" wins #GOPDebate
sad https://t.co/KwnkTgKbm5",140,20,1,1,1,1,medium failed ceo call former flotussenatorsos liar win sad,59,9,2015-08-07 08:14:06-07:00,8,7,8,2015,4,0
